idx,L:RFQPAH,L:RFQPAH Timestamp,L:D7TOR,L:D7TOR Timestamp,L:TO3IN,L:TO3IN Timestamp,L:TO5OUT,L:TO5OUT Timestamp,L:RFBPAH,L:RFBPAH Timestamp,L:TO1IN,L:TO1IN Timestamp,L:D7LMSM,L:D7LMSM Timestamp,L:D00LM,L:D00LM Timestamp,L:D11LM,L:D11LM Timestamp,L:D12LM,L:D12LM Timestamp,L:D13LM,L:D13LM Timestamp,L:D14LM,L:D14LM Timestamp,L:D21LM,L:D21LM Timestamp,L:D22LM,L:D22LM Timestamp,L:D23LM,L:D23LM Timestamp,L:D24LM,L:D24LM Timestamp,L:D31LM,L:D31LM Timestamp,L:D32LM,L:D32LM Timestamp,L:D33LM,L:D33LM Timestamp,L:D34LM,L:D34LM Timestamp,L:D41LM,L:D41LM Timestamp,L:D42LM,L:D42LM Timestamp,L:D43LM,L:D43LM Timestamp,L:D44LM,L:D44LM Timestamp,L:D51LM,L:D51LM Timestamp,L:D52LM,L:D52LM Timestamp,L:D53LM,L:D53LM Timestamp,L:D54LM,L:D54LM Timestamp,L:D61LM,L:D61LM Timestamp,L:D62LM,L:D62LM Timestamp,L:D63LM,L:D63LM Timestamp,L:D64LM,L:D64LM Timestamp,L:D71LM,L:D71LM Timestamp,L:D72LM,L:D72LM Timestamp,L:D73LM,L:D73LM Timestamp,L:D74LM,L:D74LM Timestamp,L:V5QSET,L:V5QSET Timestamp
9,165.63720703125,2021-11-26 17:42:42.829000+00:00,24.200561225059296,2021-11-26 17:42:42.829000+00:00,25.379168629680176,2021-11-26 17:42:42.829000+00:00,24.70064110337421,2021-11-26 17:42:42.829000+00:00,228.3204345703125,2021-11-26 17:42:42.829000+00:00,26.596563847662964,2021-11-26 17:42:42.829000+00:00,15.753173828125,2021-11-26 17:42:42.829000+00:00,0.494384765625,2021-11-26 17:42:42.829000+00:00,0.1373291015625,2021-11-26 17:42:42.829000+00:00,0.146484375,2021-11-26 17:42:42.829000+00:00,-0.2655029296875,2021-11-26 17:42:42.829000+00:00,3.0120849609375,2021-11-26 17:42:42.829000+00:00,2.008056640625,2021-11-26 17:42:42.829000+00:00,0.274658203125,2021-11-26 17:42:42.829000+00:00,0.4364013671875,2021-11-26 17:42:42.829000+00:00,0.238037109375,2021-11-26 17:42:42.829000+00:00,1.385498046875,2021-11-26 17:42:42.829000+00:00,0.2716064453125,2021-11-26 17:42:42.829000+00:00,1.629638671875,2021-11-26 17:42:42.829000+00:00,0.836181640625,2021-11-26 17:42:42.829000+00:00,0.09765625,2021-11-26 17:42:42.829000+00:00,-0.0213623046875,2021-11-26 17:42:42.829000+00:00,0.6256103515625,2021-11-26 17:42:42.829000+00:00,-0.115966796875,2021-11-26 17:42:42.829000+00:00,-0.213623046875,2021-11-26 17:42:42.829000+00:00,0.115966796875,2021-11-26 17:42:42.829000+00:00,0.5279541015625,2021-11-26 17:42:42.829000+00:00,0.823974609375,2021-11-26 17:42:42.829000+00:00,0.0152587890625,2021-11-26 17:42:42.829000+00:00,0.0579833984375,2021-11-26 17:42:42.829000+00:00,0.03662109375,2021-11-26 17:42:42.829000+00:00,0.506591796875,2021-11-26 17:42:42.829000+00:00,0.35400390625,2021-11-26 17:42:42.829000+00:00,0.1312255859375,2021-11-26 17:42:42.829000+00:00,0.03662109375,2021-11-26 17:42:42.829000+00:00,0.146484375,2021-11-26 17:42:42.829000+00:00,-32.29999542236328,2021-11-26 17:42:42.830000+00:00
10,165.63720703125,2021-11-26 17:42:42.896000+00:00,24.264350830397092,2021-11-26 17:42:42.896000+00:00,25.33658613197937,2021-11-26 17:42:42.896000+00:00,24.79427972790381,2021-11-26 17:42:42.896000+00:00,228.21112060546875,2021-11-26 17:42:42.896000+00:00,26.67145737486511,2021-11-26 17:42:42.896000+00:00,15.887451171875,2021-11-26 17:42:42.896000+00:00,0.57373046875,2021-11-26 17:42:42.896000+00:00,0.3662109375,2021-11-26 17:42:42.896000+00:00,-0.079345703125,2021-11-26 17:42:42.896000+00:00,-0.128173828125,2021-11-26 17:42:42.896000+00:00,2.9266357421875,2021-11-26 17:42:42.896000+00:00,2.117919921875,2021-11-26 17:42:42.896000+00:00,-0.1373291015625,2021-11-26 17:42:42.896000+00:00,0.738525390625,2021-11-26 17:42:42.896000+00:00,0.2105712890625,2021-11-26 17:42:42.896000+00:00,1.0650634765625,2021-11-26 17:42:42.896000+00:00,0.2166748046875,2021-11-26 17:42:42.896000+00:00,1.2481689453125,2021-11-26 17:42:42.896000+00:00,1.0406494140625,2021-11-26 17:42:42.896000+00:00,0.1129150390625,2021-11-26 17:42:42.896000+00:00,0.2716064453125,2021-11-26 17:42:42.896000+00:00,0.567626953125,2021-11-26 17:42:42.896000+00:00,0.01220703125,2021-11-26 17:42:42.896000+00:00,0.1068115234375,2021-11-26 17:42:42.896000+00:00,0.01220703125,2021-11-26 17:42:42.896000+00:00,0.653076171875,2021-11-26 17:42:42.896000+00:00,0.9674072265625,2021-11-26 17:42:42.896000+00:00,-0.0152587890625,2021-11-26 17:42:42.896000+00:00,0.1068115234375,2021-11-26 17:42:42.896000+00:00,0.1617431640625,2021-11-26 17:42:42.896000+00:00,0.5126953125,2021-11-26 17:42:42.896000+00:00,0.421142578125,2021-11-26 17:42:42.896000+00:00,-0.006103515625,2021-11-26 17:42:42.896000+00:00,0.0335693359375,2021-11-26 17:42:42.896000+00:00,0.0518798828125,2021-11-26 17:42:42.896000+00:00,-32.29999542236328,2021-11-26 17:42:42.897000+00:00
11,165.63720703125,2021-11-26 17:42:42.963000+00:00,24.23701242810947,2021-11-26 17:42:42.963000+00:00,25.326759401740723,2021-11-26 17:42:42.963000+00:00,24.763578539533444,2021-11-26 17:42:42.963000+00:00,228.101806640625,2021-11-26 17:42:42.963000+00:00,26.60904610219665,2021-11-26 17:42:42.963000+00:00,15.93017578125,2021-11-26 17:42:42.963000+00:00,0.7080078125,2021-11-26 17:42:42.963000+00:00,0.213623046875,2021-11-26 17:42:42.963000+00:00,-0.177001953125,2021-11-26 17:42:42.963000+00:00,-0.0946044921875,2021-11-26 17:42:42.963000+00:00,3.0364990234375,2021-11-26 17:42:42.963000+00:00,2.34375,2021-11-26 17:42:42.963000+00:00,-0.0091552734375,2021-11-26 17:42:42.963000+00:00,0.408935546875,2021-11-26 17:42:42.963000+00:00,0.225830078125,2021-11-26 17:42:42.963000+00:00,1.01318359375,2021-11-26 17:42:42.963000+00:00,0.2716064453125,2021-11-26 17:42:42.963000+00:00,1.397705078125,2021-11-26 17:42:42.963000+00:00,1.055908203125,2021-11-26 17:42:42.963000+00:00,0.0732421875,2021-11-26 17:42:42.963000+00:00,0.1861572265625,2021-11-26 17:42:42.963000+00:00,0.42724609375,2021-11-26 17:42:42.963000+00:00,0.1007080078125,2021-11-26 17:42:42.963000+00:00,0.048828125,2021-11-26 17:42:42.963000+00:00,-0.01220703125,2021-11-26 17:42:42.963000+00:00,0.6805419921875,2021-11-26 17:42:42.963000+00:00,0.9552001953125,2021-11-26 17:42:42.963000+00:00,0.128173828125,2021-11-26 17:42:42.963000+00:00,0.030517578125,2021-11-26 17:42:42.963000+00:00,0.0244140625,2021-11-26 17:42:42.963000+00:00,0.6317138671875,2021-11-26 17:42:42.963000+00:00,0.2471923828125,2021-11-26 17:42:42.963000+00:00,0.2410888671875,2021-11-26 17:42:42.963000+00:00,0.0244140625,2021-11-26 17:42:42.963000+00:00,-0.1068115234375,2021-11-26 17:42:42.963000+00:00,-32.29999542236328,2021-11-26 17:42:42.963000+00:00
12,165.63720703125,2021-11-26 17:42:43.029000+00:00,23.96059080497901,2021-11-26 17:42:43.029000+00:00,25.084366722520752,2021-11-26 17:42:43.029000+00:00,24.476522428270567,2021-11-26 17:42:43.029000+00:00,227.99249267578125,2021-11-26 17:42:43.029000+00:00,26.30011030248779,2021-11-26 17:42:43.029000+00:00,13.812255859375,2021-11-26 17:42:43.029000+00:00,0.2593994140625,2021-11-26 17:42:43.029000+00:00,0.3082275390625,2021-11-26 17:42:43.029000+00:00,0.0213623046875,2021-11-26 17:42:43.029000+00:00,-0.1953125,2021-11-26 17:42:43.029000+00:00,2.5238037109375,2021-11-26 17:42:43.029000+00:00,1.9775390625,2021-11-26 17:42:43.029000+00:00,-0.018310546875,2021-11-26 17:42:43.029000+00:00,0.384521484375,2021-11-26 17:42:43.029000+00:00,0.067138671875,2021-11-26 17:42:43.029000+00:00,1.416015625,2021-11-26 17:42:43.029000+00:00,0.164794921875,2021-11-26 17:42:43.029000+00:00,1.2847900390625,2021-11-26 17:42:43.029000+00:00,0.7720947265625,2021-11-26 17:42:43.029000+00:00,0.054931640625,2021-11-26 17:42:43.029000+00:00,0.115966796875,2021-11-26 17:42:43.029000+00:00,0.5279541015625,2021-11-26 17:42:43.029000+00:00,-0.0762939453125,2021-11-26 17:42:43.029000+00:00,0.042724609375,2021-11-26 17:42:43.029000+00:00,0.08544921875,2021-11-26 17:42:43.029000+00:00,0.3875732421875,2021-11-26 17:42:43.029000+00:00,0.9246826171875,2021-11-26 17:42:43.029000+00:00,0.0457763671875,2021-11-26 17:42:43.029000+00:00,0.0335693359375,2021-11-26 17:42:43.029000+00:00,0.1495361328125,2021-11-26 17:42:43.029000+00:00,0.5584716796875,2021-11-26 17:42:43.029000+00:00,0.1739501953125,2021-11-26 17:42:43.029000+00:00,0.10986328125,2021-11-26 17:42:43.029000+00:00,0.0946044921875,2021-11-26 17:42:43.029000+00:00,-0.048828125,2021-11-26 17:42:43.029000+00:00,-32.29999542236328,2021-11-26 17:42:43.030000+00:00
13,165.63720703125,2021-11-26 17:42:43.096000+00:00,24.200561225059296,2021-11-26 17:42:43.096000+00:00,25.33003497848694,2021-11-26 17:42:43.096000+00:00,24.742087707674195,2021-11-26 17:42:43.096000+00:00,227.8831787109375,2021-11-26 17:42:43.096000+00:00,26.55287595679504,2021-11-26 17:42:43.096000+00:00,15.66162109375,2021-11-26 17:42:43.096000+00:00,0.6195068359375,2021-11-26 17:42:43.096000+00:00,0.3173828125,2021-11-26 17:42:43.096000+00:00,0.13427734375,2021-11-26 17:42:43.096000+00:00,-0.1190185546875,2021-11-26 17:42:43.096000+00:00,2.8472900390625,2021-11-26 17:42:43.096000+00:00,1.959228515625,2021-11-26 17:42:43.096000+00:00,0.06103515625,2021-11-26 17:42:43.096000+00:00,0.250244140625,2021-11-26 17:42:43.096000+00:00,-0.0091552734375,2021-11-26 17:42:43.096000+00:00,1.3397216796875,2021-11-26 17:42:43.096000+00:00,0.1373291015625,2021-11-26 17:42:43.096000+00:00,1.5625,2021-11-26 17:42:43.096000+00:00,0.8880615234375,2021-11-26 17:42:43.096000+00:00,-0.042724609375,2021-11-26 17:42:43.096000+00:00,0.238037109375,2021-11-26 17:42:43.096000+00:00,0.7232666015625,2021-11-26 17:42:43.096000+00:00,0.1708984375,2021-11-26 17:42:43.096000+00:00,0.1312255859375,2021-11-26 17:42:43.096000+00:00,0.0732421875,2021-11-26 17:42:43.096000+00:00,0.4608154296875,2021-11-26 17:42:43.096000+00:00,0.7171630859375,2021-11-26 17:42:43.096000+00:00,0.0732421875,2021-11-26 17:42:43.096000+00:00,0.067138671875,2021-11-26 17:42:43.096000+00:00,0.225830078125,2021-11-26 17:42:43.096000+00:00,0.531005859375,2021-11-26 17:42:43.096000+00:00,0.390625,2021-11-26 17:42:43.096000+00:00,0.152587890625,2021-11-26 17:42:43.096000+00:00,-0.13427734375,2021-11-26 17:42:43.096000+00:00,0.213623046875,2021-11-26 17:42:43.096000+00:00,-32.29999542236328,2021-11-26 17:42:43.096000+00:00
14,165.63720703125,2021-11-26 17:42:43.163000+00:00,24.294726832938903,2021-11-26 17:42:43.163000+00:00,25.33658613197937,2021-11-26 17:42:43.163000+00:00,24.792744668485287,2021-11-26 17:42:43.163000+00:00,227.77386474609372,2021-11-26 17:42:43.163000+00:00,26.662095683964843,2021-11-26 17:42:43.163000+00:00,14.654541015625,2021-11-26 17:42:43.163000+00:00,0.5584716796875,2021-11-26 17:42:43.163000+00:00,0.25634765625,2021-11-26 17:42:43.163000+00:00,0.0579833984375,2021-11-26 17:42:43.163000+00:00,-0.1220703125,2021-11-26 17:42:43.163000+00:00,2.630615234375,2021-11-26 17:42:43.163000+00:00,2.1026611328125,2021-11-26 17:42:43.163000+00:00,-0.006103515625,2021-11-26 17:42:43.163000+00:00,0.347900390625,2021-11-26 17:42:43.163000+00:00,0.408935546875,2021-11-26 17:42:43.163000+00:00,1.348876953125,2021-11-26 17:42:43.163000+00:00,0.1800537109375,2021-11-26 17:42:43.163000+00:00,1.361083984375,2021-11-26 17:42:43.163000+00:00,0.9307861328125,2021-11-26 17:42:43.163000+00:00,-0.067138671875,2021-11-26 17:42:43.163000+00:00,0.1220703125,2021-11-26 17:42:43.163000+00:00,0.3631591796875,2021-11-26 17:42:43.163000+00:00,0.0457763671875,2021-11-26 17:42:43.163000+00:00,0.286865234375,2021-11-26 17:42:43.163000+00:00,0.08544921875,2021-11-26 17:42:43.163000+00:00,0.3936767578125,2021-11-26 17:42:43.163000+00:00,0.7568359375,2021-11-26 17:42:43.163000+00:00,-0.1953125,2021-11-26 17:42:43.163000+00:00,-0.1434326171875,2021-11-26 17:42:43.163000+00:00,0.08544921875,2021-11-26 17:42:43.163000+00:00,0.5157470703125,2021-11-26 17:42:43.163000+00:00,0.469970703125,2021-11-26 17:42:43.163000+00:00,0.2227783203125,2021-11-26 17:42:43.163000+00:00,0.042724609375,2021-11-26 17:42:43.163000+00:00,0.0213623046875,2021-11-26 17:42:43.163000+00:00,-32.29999542236328,2021-11-26 17:42:43.163000+00:00
15,165.63720703125,2021-11-26 17:42:43.229000+00:00,24.167147622263307,2021-11-26 17:42:43.229000+00:00,25.19573633189209,2021-11-26 17:42:43.229000+00:00,24.65612438023718,2021-11-26 17:42:43.229000+00:00,227.66455078125,2021-11-26 17:42:43.229000+00:00,26.477982429592892,2021-11-26 17:42:43.229000+00:00,14.09912109375,2021-11-26 17:42:43.229000+00:00,0.445556640625,2021-11-26 17:42:43.229000+00:00,0.3448486328125,2021-11-26 17:42:43.229000+00:00,-0.09765625,2021-11-26 17:42:43.229000+00:00,-0.2044677734375,2021-11-26 17:42:43.229000+00:00,2.655029296875,2021-11-26 17:42:43.229000+00:00,2.008056640625,2021-11-26 17:42:43.229000+00:00,-0.115966796875,2021-11-26 17:42:43.229000+00:00,0.7537841796875,2021-11-26 17:42:43.229000+00:00,0.030517578125,2021-11-26 17:42:43.229000+00:00,1.1810302734375,2021-11-26 17:42:43.229000+00:00,0.2471923828125,2021-11-26 17:42:43.229000+00:00,1.068115234375,2021-11-26 17:42:43.229000+00:00,0.799560546875,2021-11-26 17:42:43.229000+00:00,0.0,2021-11-26 17:42:43.229000+00:00,0.1190185546875,2021-11-26 17:42:43.229000+00:00,0.5126953125,2021-11-26 17:42:43.229000+00:00,0.1190185546875,2021-11-26 17:42:43.229000+00:00,0.0579833984375,2021-11-26 17:42:43.229000+00:00,0.1190185546875,2021-11-26 17:42:43.229000+00:00,0.439453125,2021-11-26 17:42:43.229000+00:00,0.6988525390625,2021-11-26 17:42:43.229000+00:00,-0.0213623046875,2021-11-26 17:42:43.229000+00:00,-0.18310546875,2021-11-26 17:42:43.229000+00:00,0.1800537109375,2021-11-26 17:42:43.229000+00:00,0.7080078125,2021-11-26 17:42:43.229000+00:00,0.3814697265625,2021-11-26 17:42:43.229000+00:00,0.2777099609375,2021-11-26 17:42:43.229000+00:00,-0.048828125,2021-11-26 17:42:43.229000+00:00,0.0396728515625,2021-11-26 17:42:43.229000+00:00,-32.29999542236328,2021-11-26 17:42:43.230000+00:00
16,165.63720703125,2021-11-26 17:42:43.296000+00:00,24.215749226330203,2021-11-26 17:42:43.296000+00:00,25.27435017380127,2021-11-26 17:42:43.296000+00:00,24.68989568744458,2021-11-26 17:42:43.296000+00:00,227.55523681640625,2021-11-26 17:42:43.296000+00:00,26.5060675022937,2021-11-26 17:42:43.296000+00:00,14.385986328125,2021-11-26 17:42:43.296000+00:00,0.6317138671875,2021-11-26 17:42:43.296000+00:00,0.3265380859375,2021-11-26 17:42:43.296000+00:00,0.1373291015625,2021-11-26 17:42:43.296000+00:00,-0.2655029296875,2021-11-26 17:42:43.296000+00:00,2.4017333984375,2021-11-26 17:42:43.296000+00:00,1.74560546875,2021-11-26 17:42:43.296000+00:00,0.079345703125,2021-11-26 17:42:43.296000+00:00,0.5035400390625,2021-11-26 17:42:43.296000+00:00,0.1495361328125,2021-11-26 17:42:43.296000+00:00,1.06201171875,2021-11-26 17:42:43.296000+00:00,0.103759765625,2021-11-26 17:42:43.296000+00:00,1.4404296875,2021-11-26 17:42:43.296000+00:00,0.9796142578125,2021-11-26 17:42:43.296000+00:00,0.146484375,2021-11-26 17:42:43.296000+00:00,0.1678466796875,2021-11-26 17:42:43.296000+00:00,0.59814453125,2021-11-26 17:42:43.296000+00:00,-0.1068115234375,2021-11-26 17:42:43.296000+00:00,0.054931640625,2021-11-26 17:42:43.296000+00:00,0.115966796875,2021-11-26 17:42:43.296000+00:00,0.5828857421875,2021-11-26 17:42:43.296000+00:00,0.64697265625,2021-11-26 17:42:43.296000+00:00,0.0457763671875,2021-11-26 17:42:43.296000+00:00,-0.1068115234375,2021-11-26 17:42:43.296000+00:00,0.13427734375,2021-11-26 17:42:43.296000+00:00,0.4791259765625,2021-11-26 17:42:43.296000+00:00,0.2838134765625,2021-11-26 17:42:43.296000+00:00,0.3082275390625,2021-11-26 17:42:43.296000+00:00,0.1708984375,2021-11-26 17:42:43.296000+00:00,0.0335693359375,2021-11-26 17:42:43.296000+00:00,-32.29999542236328,2021-11-26 17:42:43.296000+00:00
17,165.63720703125,2021-11-26 17:42:43.362000+00:00,24.17322282277167,2021-11-26 17:42:43.362000+00:00,25.16625614117615,2021-11-26 17:42:43.362000+00:00,24.6576594396557,2021-11-26 17:42:43.362000+00:00,227.4459228515625,2021-11-26 17:42:43.362000+00:00,26.41557115692444,2021-11-26 17:42:43.362000+00:00,14.48974609375,2021-11-26 17:42:43.362000+00:00,0.5584716796875,2021-11-26 17:42:43.362000+00:00,0.347900390625,2021-11-26 17:42:43.362000+00:00,0.1068115234375,2021-11-26 17:42:43.362000+00:00,-0.2288818359375,2021-11-26 17:42:43.362000+00:00,2.2186279296875,2021-11-26 17:42:43.362000+00:00,1.519775390625,2021-11-26 17:42:43.362000+00:00,0.2838134765625,2021-11-26 17:42:43.362000+00:00,0.286865234375,2021-11-26 17:42:43.362000+00:00,0.15869140625,2021-11-26 17:42:43.362000+00:00,0.9552001953125,2021-11-26 17:42:43.362000+00:00,0.0732421875,2021-11-26 17:42:43.362000+00:00,1.690673828125,2021-11-26 17:42:43.362000+00:00,0.787353515625,2021-11-26 17:42:43.362000+00:00,0.152587890625,2021-11-26 17:42:43.362000+00:00,0.2288818359375,2021-11-26 17:42:43.362000+00:00,0.57373046875,2021-11-26 17:42:43.362000+00:00,0.0274658203125,2021-11-26 17:42:43.362000+00:00,0.0518798828125,2021-11-26 17:42:43.362000+00:00,0.079345703125,2021-11-26 17:42:43.362000+00:00,0.76904296875,2021-11-26 17:42:43.362000+00:00,0.732421875,2021-11-26 17:42:43.362000+00:00,0.006103515625,2021-11-26 17:42:43.362000+00:00,0.13427734375,2021-11-26 17:42:43.362000+00:00,0.177001953125,2021-11-26 17:42:43.362000+00:00,0.5706787109375,2021-11-26 17:42:43.362000+00:00,0.4486083984375,2021-11-26 17:42:43.362000+00:00,0.0518798828125,2021-11-26 17:42:43.362000+00:00,0.1129150390625,2021-11-26 17:42:43.362000+00:00,0.1922607421875,2021-11-26 17:42:43.362000+00:00,-32.29999542236328,2021-11-26 17:42:43.363000+00:00
