idx,L:RFQPAH,L:RFQPAH Timestamp,L:D7TOR,L:D7TOR Timestamp,L:TO3IN,L:TO3IN Timestamp,L:TO5OUT,L:TO5OUT Timestamp,L:RFBPAH,L:RFBPAH Timestamp,L:TO1IN,L:TO1IN Timestamp,L:D7LMSM,L:D7LMSM Timestamp,L:D00LM,L:D00LM Timestamp,L:D11LM,L:D11LM Timestamp,L:D12LM,L:D12LM Timestamp,L:D13LM,L:D13LM Timestamp,L:D14LM,L:D14LM Timestamp,L:D21LM,L:D21LM Timestamp,L:D22LM,L:D22LM Timestamp,L:D23LM,L:D23LM Timestamp,L:D24LM,L:D24LM Timestamp,L:D31LM,L:D31LM Timestamp,L:D32LM,L:D32LM Timestamp,L:D33LM,L:D33LM Timestamp,L:D34LM,L:D34LM Timestamp,L:D41LM,L:D41LM Timestamp,L:D42LM,L:D42LM Timestamp,L:D43LM,L:D43LM Timestamp,L:D44LM,L:D44LM Timestamp,L:D51LM,L:D51LM Timestamp,L:D52LM,L:D52LM Timestamp,L:D53LM,L:D53LM Timestamp,L:D54LM,L:D54LM Timestamp,L:D61LM,L:D61LM Timestamp,L:D62LM,L:D62LM Timestamp,L:D63LM,L:D63LM Timestamp,L:D64LM,L:D64LM Timestamp,L:D71LM,L:D71LM Timestamp,L:D72LM,L:D72LM Timestamp,L:D73LM,L:D73LM Timestamp,L:D74LM,L:D74LM Timestamp,L:V5QSET,L:V5QSET Timestamp
18,165.63720703125,2021-11-26 17:42:43.429000+00:00,23.863387596845214,2021-11-26 17:42:43.429000+00:00,24.933690192194824,2021-11-26 17:42:43.429000+00:00,24.329156724092837,2021-11-26 17:42:43.429000+00:00,227.33660888671875,2021-11-26 17:42:43.429000+00:00,26.1784083207843,2021-11-26 17:42:43.429000+00:00,13.427734375,2021-11-26 17:42:43.429000+00:00,0.2960205078125,2021-11-26 17:42:43.429000+00:00,0.360107421875,2021-11-26 17:42:43.429000+00:00,0.0640869140625,2021-11-26 17:42:43.429000+00:00,0.0823974609375,2021-11-26 17:42:43.429000+00:00,2.4200439453125,2021-11-26 17:42:43.429000+00:00,1.59912109375,2021-11-26 17:42:43.429000+00:00,-0.0457763671875,2021-11-26 17:42:43.429000+00:00,0.1251220703125,2021-11-26 17:42:43.429000+00:00,0.09765625,2021-11-26 17:42:43.429000+00:00,1.031494140625,2021-11-26 17:42:43.429000+00:00,0.360107421875,2021-11-26 17:42:43.429000+00:00,1.0833740234375,2021-11-26 17:42:43.429000+00:00,0.885009765625,2021-11-26 17:42:43.429000+00:00,0.0396728515625,2021-11-26 17:42:43.429000+00:00,-0.006103515625,2021-11-26 17:42:43.429000+00:00,0.494384765625,2021-11-26 17:42:43.429000+00:00,0.0152587890625,2021-11-26 17:42:43.429000+00:00,0.0091552734375,2021-11-26 17:42:43.429000+00:00,0.0518798828125,2021-11-26 17:42:43.429000+00:00,0.5218505859375,2021-11-26 17:42:43.429000+00:00,0.6866455078125,2021-11-26 17:42:43.429000+00:00,-0.0213623046875,2021-11-26 17:42:43.429000+00:00,-0.0335693359375,2021-11-26 17:42:43.429000+00:00,0.2471923828125,2021-11-26 17:42:43.429000+00:00,0.579833984375,2021-11-26 17:42:43.429000+00:00,0.5218505859375,2021-11-26 17:42:43.429000+00:00,0.1708984375,2021-11-26 17:42:43.429000+00:00,-0.103759765625,2021-11-26 17:42:43.429000+00:00,0.128173828125,2021-11-26 17:42:43.429000+00:00,-32.29999542236328,2021-11-26 17:42:43.430000+00:00
19,165.63720703125,2021-11-26 17:42:43.496000+00:00,24.036530811333527,2021-11-26 17:42:43.496000+00:00,25.035233071327514,2021-11-26 17:42:43.496000+00:00,24.513363854315,2021-11-26 17:42:43.496000+00:00,227.227294921875,2021-11-26 17:42:43.496000+00:00,26.36876270242309,2021-11-26 17:42:43.496000+00:00,14.208984375,2021-11-26 17:42:43.496000+00:00,0.5035400390625,2021-11-26 17:42:43.496000+00:00,0.29296875,2021-11-26 17:42:43.496000+00:00,0.128173828125,2021-11-26 17:42:43.496000+00:00,-0.0335693359375,2021-11-26 17:42:43.496000+00:00,2.6702880859375,2021-11-26 17:42:43.496000+00:00,1.6571044921875,2021-11-26 17:42:43.496000+00:00,-0.0579833984375,2021-11-26 17:42:43.496000+00:00,0.4302978515625,2021-11-26 17:42:43.496000+00:00,-0.0946044921875,2021-11-26 17:42:43.496000+00:00,1.13525390625,2021-11-26 17:42:43.496000+00:00,0.1922607421875,2021-11-26 17:42:43.496000+00:00,1.1260986328125,2021-11-26 17:42:43.496000+00:00,0.72021484375,2021-11-26 17:42:43.496000+00:00,0.0335693359375,2021-11-26 17:42:43.496000+00:00,0.213623046875,2021-11-26 17:42:43.496000+00:00,0.341796875,2021-11-26 17:42:43.496000+00:00,0.0946044921875,2021-11-26 17:42:43.496000+00:00,0.0091552734375,2021-11-26 17:42:43.496000+00:00,0.5340576171875,2021-11-26 17:42:43.496000+00:00,0.6744384765625,2021-11-26 17:42:43.496000+00:00,0.7110595703125,2021-11-26 17:42:43.496000+00:00,-0.0274658203125,2021-11-26 17:42:43.496000+00:00,-0.054931640625,2021-11-26 17:42:43.496000+00:00,0.15869140625,2021-11-26 17:42:43.496000+00:00,0.555419921875,2021-11-26 17:42:43.496000+00:00,0.439453125,2021-11-26 17:42:43.496000+00:00,0.2471923828125,2021-11-26 17:42:43.496000+00:00,0.152587890625,2021-11-26 17:42:43.496000+00:00,0.1129150390625,2021-11-26 17:42:43.496000+00:00,-32.29999542236328,2021-11-26 17:42:43.496000+00:00
20,165.63720703125,2021-11-26 17:42:43.562000+00:00,24.27650123141382,2021-11-26 17:42:43.562000+00:00,25.261247866816408,2021-11-26 17:42:43.562000+00:00,24.752833123603818,2021-11-26 17:42:43.562000+00:00,227.11798095703125,2021-11-26 17:42:43.562000+00:00,26.624648920363768,2021-11-26 17:42:43.562000+00:00,14.2333984375,2021-11-26 17:42:43.562000+00:00,0.5096435546875,2021-11-26 17:42:43.562000+00:00,0.08544921875,2021-11-26 17:42:43.562000+00:00,0.03662109375,2021-11-26 17:42:43.562000+00:00,-0.1251220703125,2021-11-26 17:42:43.562000+00:00,2.362060546875,2021-11-26 17:42:43.562000+00:00,1.5106201171875,2021-11-26 17:42:43.562000+00:00,-0.10986328125,2021-11-26 17:42:43.562000+00:00,0.677490234375,2021-11-26 17:42:43.562000+00:00,0.1556396484375,2021-11-26 17:42:43.562000+00:00,1.5472412109375,2021-11-26 17:42:43.562000+00:00,0.146484375,2021-11-26 17:42:43.562000+00:00,1.300048828125,2021-11-26 17:42:43.562000+00:00,0.823974609375,2021-11-26 17:42:43.562000+00:00,-0.0244140625,2021-11-26 17:42:43.562000+00:00,0.2166748046875,2021-11-26 17:42:43.562000+00:00,0.37841796875,2021-11-26 17:42:43.562000+00:00,0.018310546875,2021-11-26 17:42:43.562000+00:00,0.1861572265625,2021-11-26 17:42:43.562000+00:00,0.0762939453125,2021-11-26 17:42:43.562000+00:00,0.4425048828125,2021-11-26 17:42:43.562000+00:00,0.74462890625,2021-11-26 17:42:43.562000+00:00,0.03662109375,2021-11-26 17:42:43.562000+00:00,0.09765625,2021-11-26 17:42:43.562000+00:00,0.347900390625,2021-11-26 17:42:43.562000+00:00,0.4150390625,2021-11-26 17:42:43.562000+00:00,0.4180908203125,2021-11-26 17:42:43.562000+00:00,0.2410888671875,2021-11-26 17:42:43.562000+00:00,0.0152587890625,2021-11-26 17:42:43.562000+00:00,0.250244140625,2021-11-26 17:42:43.562000+00:00,-32.29999542236328,2021-11-26 17:42:43.563000+00:00
21,165.63720703125,2021-11-26 17:42:43.629000+00:00,24.051718812604435,2021-11-26 17:42:43.629000+00:00,25.058162108551027,2021-11-26 17:42:43.629000+00:00,24.501083378966857,2021-11-26 17:42:43.629000+00:00,227.0086669921875,2021-11-26 17:42:43.629000+00:00,26.384365520590208,2021-11-26 17:42:43.629000+00:00,14.617919921875,2021-11-26 17:42:43.629000+00:00,0.5279541015625,2021-11-26 17:42:43.629000+00:00,0.1495361328125,2021-11-26 17:42:43.629000+00:00,0.01220703125,2021-11-26 17:42:43.629000+00:00,-0.1251220703125,2021-11-26 17:42:43.629000+00:00,2.3468017578125,2021-11-26 17:42:43.629000+00:00,1.6082763671875,2021-11-26 17:42:43.629000+00:00,-0.0640869140625,2021-11-26 17:42:43.629000+00:00,0.96435546875,2021-11-26 17:42:43.629000+00:00,0.1220703125,2021-11-26 17:42:43.629000+00:00,1.6754150390625,2021-11-26 17:42:43.629000+00:00,0.1983642578125,2021-11-26 17:42:43.629000+00:00,1.483154296875,2021-11-26 17:42:43.629000+00:00,0.7415771484375,2021-11-26 17:42:43.629000+00:00,0.189208984375,2021-11-26 17:42:43.629000+00:00,-0.01220703125,2021-11-26 17:42:43.629000+00:00,0.5615234375,2021-11-26 17:42:43.629000+00:00,-0.030517578125,2021-11-26 17:42:43.629000+00:00,0.13427734375,2021-11-26 17:42:43.629000+00:00,0.091552734375,2021-11-26 17:42:43.629000+00:00,0.4669189453125,2021-11-26 17:42:43.629000+00:00,0.4974365234375,2021-11-26 17:42:43.629000+00:00,0.03662109375,2021-11-26 17:42:43.629000+00:00,-0.238037109375,2021-11-26 17:42:43.629000+00:00,0.1861572265625,2021-11-26 17:42:43.629000+00:00,0.506591796875,2021-11-26 17:42:43.629000+00:00,0.543212890625,2021-11-26 17:42:43.629000+00:00,0.1495361328125,2021-11-26 17:42:43.629000+00:00,0.018310546875,2021-11-26 17:42:43.629000+00:00,-0.0244140625,2021-11-26 17:42:43.629000+00:00,-32.29999542236328,2021-11-26 17:42:43.630000+00:00
22,165.63720703125,2021-11-26 17:42:43.696000+00:00,24.12462121870477,2021-11-26 17:42:43.696000+00:00,25.24159440633911,2021-11-26 17:42:43.696000+00:00,24.62542319186682,2021-11-26 17:42:43.696000+00:00,226.89935302734372,2021-11-26 17:42:43.696000+00:00,26.41869172055786,2021-11-26 17:42:43.696000+00:00,14.288330078125,2021-11-26 17:42:43.696000+00:00,0.3662109375,2021-11-26 17:42:43.696000+00:00,0.2044677734375,2021-11-26 17:42:43.696000+00:00,-0.018310546875,2021-11-26 17:42:43.696000+00:00,0.018310546875,2021-11-26 17:42:43.696000+00:00,2.3162841796875,2021-11-26 17:42:43.696000+00:00,1.9195556640625,2021-11-26 17:42:43.696000+00:00,-0.1861572265625,2021-11-26 17:42:43.696000+00:00,0.6439208984375,2021-11-26 17:42:43.696000+00:00,0.128173828125,2021-11-26 17:42:43.696000+00:00,1.177978515625,2021-11-26 17:42:43.696000+00:00,0.2410888671875,2021-11-26 17:42:43.696000+00:00,1.483154296875,2021-11-26 17:42:43.696000+00:00,0.799560546875,2021-11-26 17:42:43.696000+00:00,0.06103515625,2021-11-26 17:42:43.696000+00:00,0.2044677734375,2021-11-26 17:42:43.696000+00:00,0.4730224609375,2021-11-26 17:42:43.696000+00:00,-0.2044677734375,2021-11-26 17:42:43.696000+00:00,-0.006103515625,2021-11-26 17:42:43.696000+00:00,0.0030517578125,2021-11-26 17:42:43.696000+00:00,0.5645751953125,2021-11-26 17:42:43.696000+00:00,0.653076171875,2021-11-26 17:42:43.696000+00:00,0.067138671875,2021-11-26 17:42:43.696000+00:00,0.103759765625,2021-11-26 17:42:43.696000+00:00,0.32958984375,2021-11-26 17:42:43.696000+00:00,0.4302978515625,2021-11-26 17:42:43.696000+00:00,0.4425048828125,2021-11-26 17:42:43.696000+00:00,0.189208984375,2021-11-26 17:42:43.696000+00:00,0.079345703125,2021-11-26 17:42:43.696000+00:00,0.08544921875,2021-11-26 17:42:43.696000+00:00,-32.29999542236328,2021-11-26 17:42:43.696000+00:00
23,165.63720703125,2021-11-26 17:42:43.762000+00:00,24.17322282277167,2021-11-26 17:42:43.762000+00:00,25.23504325284668,2021-11-26 17:42:43.762000+00:00,24.66840485558533,2021-11-26 17:42:43.762000+00:00,226.7900390625,2021-11-26 17:42:43.762000+00:00,26.47174130232605,2021-11-26 17:42:43.762000+00:00,14.95361328125,2021-11-26 17:42:43.762000+00:00,0.4669189453125,2021-11-26 17:42:43.762000+00:00,0.37841796875,2021-11-26 17:42:43.762000+00:00,-0.1617431640625,2021-11-26 17:42:43.762000+00:00,0.0457763671875,2021-11-26 17:42:43.762000+00:00,2.47802734375,2021-11-26 17:42:43.762000+00:00,1.9378662109375,2021-11-26 17:42:43.762000+00:00,-0.341796875,2021-11-26 17:42:43.762000+00:00,0.6317138671875,2021-11-26 17:42:43.762000+00:00,0.1556396484375,2021-11-26 17:42:43.762000+00:00,1.416015625,2021-11-26 17:42:43.762000+00:00,0.20751953125,2021-11-26 17:42:43.762000+00:00,1.2481689453125,2021-11-26 17:42:43.762000+00:00,0.8056640625,2021-11-26 17:42:43.762000+00:00,0.103759765625,2021-11-26 17:42:43.762000+00:00,0.1708984375,2021-11-26 17:42:43.762000+00:00,0.372314453125,2021-11-26 17:42:43.762000+00:00,-0.0732421875,2021-11-26 17:42:43.762000+00:00,0.4180908203125,2021-11-26 17:42:43.762000+00:00,0.1068115234375,2021-11-26 17:42:43.762000+00:00,0.7781982421875,2021-11-26 17:42:43.762000+00:00,0.689697265625,2021-11-26 17:42:43.762000+00:00,0.1007080078125,2021-11-26 17:42:43.762000+00:00,-0.018310546875,2021-11-26 17:42:43.762000+00:00,0.1739501953125,2021-11-26 17:42:43.762000+00:00,0.4974365234375,2021-11-26 17:42:43.762000+00:00,0.4425048828125,2021-11-26 17:42:43.762000+00:00,0.0274658203125,2021-11-26 17:42:43.762000+00:00,0.06103515625,2021-11-26 17:42:43.762000+00:00,0.146484375,2021-11-26 17:42:43.762000+00:00,-32.29999542236328,2021-11-26 17:42:43.763000+00:00
24,165.63720703125,2021-11-26 17:42:43.829000+00:00,24.264350830397092,2021-11-26 17:42:43.829000+00:00,25.264523443562624,2021-11-26 17:42:43.829000+00:00,24.72980723232605,2021-11-26 17:42:43.829000+00:00,226.68072509765625,2021-11-26 17:42:43.829000+00:00,26.56847877496216,2021-11-26 17:42:43.829000+00:00,14.532470703125,2021-11-26 17:42:43.829000+00:00,0.52490234375,2021-11-26 17:42:43.829000+00:00,0.0732421875,2021-11-26 17:42:43.829000+00:00,0.0701904296875,2021-11-26 17:42:43.829000+00:00,-0.0640869140625,2021-11-26 17:42:43.829000+00:00,2.325439453125,2021-11-26 17:42:43.829000+00:00,1.7852783203125,2021-11-26 17:42:43.829000+00:00,0.0244140625,2021-11-26 17:42:43.829000+00:00,0.3662109375,2021-11-26 17:42:43.829000+00:00,0.091552734375,2021-11-26 17:42:43.829000+00:00,1.708984375,2021-11-26 17:42:43.829000+00:00,0.213623046875,2021-11-26 17:42:43.829000+00:00,1.3427734375,2021-11-26 17:42:43.829000+00:00,0.518798828125,2021-11-26 17:42:43.829000+00:00,0.054931640625,2021-11-26 17:42:43.829000+00:00,0.164794921875,2021-11-26 17:42:43.829000+00:00,0.3570556640625,2021-11-26 17:42:43.829000+00:00,0.0396728515625,2021-11-26 17:42:43.829000+00:00,0.091552734375,2021-11-26 17:42:43.829000+00:00,0.0152587890625,2021-11-26 17:42:43.829000+00:00,0.5401611328125,2021-11-26 17:42:43.829000+00:00,0.8026123046875,2021-11-26 17:42:43.829000+00:00,0.01220703125,2021-11-26 17:42:43.829000+00:00,0.048828125,2021-11-26 17:42:43.829000+00:00,0.2838134765625,2021-11-26 17:42:43.829000+00:00,0.421142578125,2021-11-26 17:42:43.829000+00:00,0.7293701171875,2021-11-26 17:42:43.829000+00:00,0.1251220703125,2021-11-26 17:42:43.829000+00:00,0.3265380859375,2021-11-26 17:42:43.829000+00:00,0.10986328125,2021-11-26 17:42:43.829000+00:00,-32.29999542236328,2021-11-26 17:42:43.829000+00:00
25,165.63720703125,2021-11-26 17:42:43.896000+00:00,24.32814043573489,2021-11-26 17:42:43.896000+00:00,25.27435017380127,2021-11-26 17:42:43.896000+00:00,24.78199925255566,2021-11-26 17:42:43.896000+00:00,226.5714111328125,2021-11-26 17:42:43.896000+00:00,26.58408159312927,2021-11-26 17:42:43.896000+00:00,14.752197265625,2021-11-26 17:42:43.896000+00:00,0.67138671875,2021-11-26 17:42:43.896000+00:00,0.946044921875,2021-11-26 17:42:43.896000+00:00,0.1922607421875,2021-11-26 17:42:43.896000+00:00,-0.067138671875,2021-11-26 17:42:43.896000+00:00,2.1575927734375,2021-11-26 17:42:43.896000+00:00,1.5533447265625,2021-11-26 17:42:43.896000+00:00,0.048828125,2021-11-26 17:42:43.896000+00:00,0.3387451171875,2021-11-26 17:42:43.896000+00:00,0.0579833984375,2021-11-26 17:42:43.896000+00:00,1.4984130859375,2021-11-26 17:42:43.896000+00:00,0.1068115234375,2021-11-26 17:42:43.896000+00:00,1.318359375,2021-11-26 17:42:43.896000+00:00,0.8087158203125,2021-11-26 17:42:43.896000+00:00,0.0640869140625,2021-11-26 17:42:43.896000+00:00,0.1861572265625,2021-11-26 17:42:43.896000+00:00,0.1983642578125,2021-11-26 17:42:43.896000+00:00,0.067138671875,2021-11-26 17:42:43.896000+00:00,0.1129150390625,2021-11-26 17:42:43.896000+00:00,0.15869140625,2021-11-26 17:42:43.896000+00:00,0.4302978515625,2021-11-26 17:42:43.896000+00:00,0.677490234375,2021-11-26 17:42:43.896000+00:00,-0.0762939453125,2021-11-26 17:42:43.896000+00:00,0.079345703125,2021-11-26 17:42:43.896000+00:00,0.189208984375,2021-11-26 17:42:43.896000+00:00,0.4974365234375,2021-11-26 17:42:43.896000+00:00,0.3997802734375,2021-11-26 17:42:43.896000+00:00,0.128173828125,2021-11-26 17:42:43.896000+00:00,-0.1220703125,2021-11-26 17:42:43.896000+00:00,0.09765625,2021-11-26 17:42:43.896000+00:00,-32.29999542236328,2021-11-26 17:42:43.896000+00:00
26,165.63720703125,2021-11-26 17:42:43.962000+00:00,24.24308762861783,2021-11-26 17:42:43.962000+00:00,25.323483824994508,2021-11-26 17:42:43.962000+00:00,24.76664865837048,2021-11-26 17:42:43.962000+00:00,226.46209716796875,2021-11-26 17:42:43.962000+00:00,26.655854556698,2021-11-26 17:42:43.962000+00:00,14.630126953125,2021-11-26 17:42:43.962000+00:00,0.390625,2021-11-26 17:42:43.962000+00:00,0.323486328125,2021-11-26 17:42:43.962000+00:00,0.1800537109375,2021-11-26 17:42:43.962000+00:00,-0.08544921875,2021-11-26 17:42:43.962000+00:00,2.520751953125,2021-11-26 17:42:43.962000+00:00,1.6021728515625,2021-11-26 17:42:43.962000+00:00,0.0030517578125,2021-11-26 17:42:43.962000+00:00,0.42724609375,2021-11-26 17:42:43.962000+00:00,0.18310546875,2021-11-26 17:42:43.962000+00:00,1.7486572265625,2021-11-26 17:42:43.962000+00:00,0.4730224609375,2021-11-26 17:42:43.962000+00:00,1.15966796875,2021-11-26 17:42:43.962000+00:00,0.6134033203125,2021-11-26 17:42:43.962000+00:00,0.1190185546875,2021-11-26 17:42:43.962000+00:00,0.1708984375,2021-11-26 17:42:43.962000+00:00,0.0640869140625,2021-11-26 17:42:43.962000+00:00,0.15869140625,2021-11-26 17:42:43.962000+00:00,-0.25634765625,2021-11-26 17:42:43.962000+00:00,-0.1983642578125,2021-11-26 17:42:43.962000+00:00,0.537109375,2021-11-26 17:42:43.962000+00:00,0.933837890625,2021-11-26 17:42:43.962000+00:00,0.0762939453125,2021-11-26 17:42:43.962000+00:00,-0.0885009765625,2021-11-26 17:42:43.962000+00:00,0.3753662109375,2021-11-26 17:42:43.962000+00:00,0.579833984375,2021-11-26 17:42:43.962000+00:00,0.341796875,2021-11-26 17:42:43.962000+00:00,0.140380859375,2021-11-26 17:42:43.962000+00:00,0.030517578125,2021-11-26 17:42:43.962000+00:00,0.0946044921875,2021-11-26 17:42:43.962000+00:00,-32.29999542236328,2021-11-26 17:42:43.963000+00:00
27,165.63720703125,2021-11-26 17:42:44.029000+00:00,24.07905721489206,2021-11-26 17:42:44.029000+00:00,25.14660268069885,2021-11-26 17:42:44.029000+00:00,24.622353073029785,2021-11-26 17:42:44.029000+00:00,226.352783203125,2021-11-26 17:42:44.029000+00:00,26.509188065927123,2021-11-26 17:42:44.029000+00:00,15.10009765625,2021-11-26 17:42:44.029000+00:00,0.5523681640625,2021-11-26 17:42:44.029000+00:00,0.2777099609375,2021-11-26 17:42:44.029000+00:00,-0.0152587890625,2021-11-26 17:42:44.029000+00:00,0.2593994140625,2021-11-26 17:42:44.029000+00:00,2.4871826171875,2021-11-26 17:42:44.029000+00:00,1.4678955078125,2021-11-26 17:42:44.029000+00:00,0.0244140625,2021-11-26 17:42:44.029000+00:00,0.4669189453125,2021-11-26 17:42:44.029000+00:00,0.1190185546875,2021-11-26 17:42:44.029000+00:00,1.8218994140625,2021-11-26 17:42:44.029000+00:00,0.2227783203125,2021-11-26 17:42:44.029000+00:00,1.33056640625,2021-11-26 17:42:44.029000+00:00,0.634765625,2021-11-26 17:42:44.029000+00:00,0.1708984375,2021-11-26 17:42:44.029000+00:00,0.1495361328125,2021-11-26 17:42:44.029000+00:00,0.2838134765625,2021-11-26 17:42:44.029000+00:00,0.15869140625,2021-11-26 17:42:44.029000+00:00,0.0152587890625,2021-11-26 17:42:44.029000+00:00,0.177001953125,2021-11-26 17:42:44.029000+00:00,0.52490234375,2021-11-26 17:42:44.029000+00:00,0.8544921875,2021-11-26 17:42:44.029000+00:00,-0.0274658203125,2021-11-26 17:42:44.029000+00:00,-0.0152587890625,2021-11-26 17:42:44.029000+00:00,0.2532958984375,2021-11-26 17:42:44.029000+00:00,0.2349853515625,2021-11-26 17:42:44.029000+00:00,0.50048828125,2021-11-26 17:42:44.029000+00:00,0.0396728515625,2021-11-26 17:42:44.029000+00:00,-0.01220703125,2021-11-26 17:42:44.029000+00:00,-0.0244140625,2021-11-26 17:42:44.029000+00:00,-32.29999542236328,2021-11-26 17:42:44.029000+00:00
