idx,L:D7TOR,L:D7TOR Timestamp,L:TO3IN,L:TO3IN Timestamp,L:RFQPAH,L:RFQPAH Timestamp,L:D7LMSM,L:D7LMSM Timestamp,L:D00LM,L:D00LM Timestamp,L:D11LM,L:D11LM Timestamp,L:D12LM,L:D12LM Timestamp,L:D13LM,L:D13LM Timestamp,L:D14LM,L:D14LM Timestamp,L:D21LM,L:D21LM Timestamp,L:D22LM,L:D22LM Timestamp,L:D23LM,L:D23LM Timestamp,L:D24LM,L:D24LM Timestamp,L:D31LM,L:D31LM Timestamp,L:D32LM,L:D32LM Timestamp,L:D33LM,L:D33LM Timestamp,L:D34LM,L:D34LM Timestamp,L:D41LM,L:D41LM Timestamp,L:D42LM,L:D42LM Timestamp,L:D43LM,L:D43LM Timestamp,L:D44LM,L:D44LM Timestamp,L:D51LM,L:D51LM Timestamp,L:D52LM,L:D52LM Timestamp,L:D53LM,L:D53LM Timestamp,L:D54LM,L:D54LM Timestamp,L:D61LM,L:D61LM Timestamp,L:D62LM,L:D62LM Timestamp,L:D63LM,L:D63LM Timestamp,L:D64LM,L:D64LM Timestamp,L:D71LM,L:D71LM Timestamp,L:D72LM,L:D72LM Timestamp,L:D73LM,L:D73LM Timestamp,L:D74LM,L:D74LM Timestamp,L:RFBPAH,L:RFBPAH Timestamp,L:TO1IN,L:TO1IN Timestamp,L:TO5OUT,L:TO5OUT Timestamp,L:V5QSET,L:V5QSET Timestamp
10,23.94844040396228,2021-11-26 17:46:28.966000+00:00,24.927139038702396,2021-11-26 17:46:28.966000+00:00,165.63720703125,2021-11-26 17:46:28.966000+00:00,15.10009765625,2021-11-26 17:46:28.966000+00:00,0.3753662109375,2021-11-26 17:46:28.966000+00:00,0.42724609375,2021-11-26 17:46:28.966000+00:00,0.0946044921875,2021-11-26 17:46:28.966000+00:00,-0.3387451171875,2021-11-26 17:46:28.966000+00:00,2.7618408203125,2021-11-26 17:46:28.966000+00:00,2.4017333984375,2021-11-26 17:46:28.966000+00:00,-0.3692626953125,2021-11-26 17:46:28.966000+00:00,0.262451171875,2021-11-26 17:46:28.966000+00:00,0.7965087890625,2021-11-26 17:46:28.966000+00:00,1.40380859375,2021-11-26 17:46:28.966000+00:00,-0.0213623046875,2021-11-26 17:46:28.966000+00:00,0.6622314453125,2021-11-26 17:46:28.966000+00:00,0.9521484375,2021-11-26 17:46:28.966000+00:00,-0.1434326171875,2021-11-26 17:46:28.966000+00:00,-0.067138671875,2021-11-26 17:46:28.966000+00:00,-0.006103515625,2021-11-26 17:46:28.966000+00:00,0.164794921875,2021-11-26 17:46:28.966000+00:00,0.2960205078125,2021-11-26 17:46:28.966000+00:00,0.1708984375,2021-11-26 17:46:28.966000+00:00,0.7965087890625,2021-11-26 17:46:28.966000+00:00,0.9796142578125,2021-11-26 17:46:28.966000+00:00,0.0213623046875,2021-11-26 17:46:28.966000+00:00,0.1007080078125,2021-11-26 17:46:28.966000+00:00,0.2777099609375,2021-11-26 17:46:28.966000+00:00,0.3662109375,2021-11-26 17:46:28.966000+00:00,-0.0030517578125,2021-11-26 17:46:28.966000+00:00,0.177001953125,2021-11-26 17:46:28.966000+00:00,0.042724609375,2021-11-26 17:46:28.966000+00:00,0.0152587890625,2021-11-26 17:46:28.966000+00:00,227.57568359375,2021-11-26 17:46:28.966000+00:00,26.346918756989133,2021-11-26 17:46:28.966000+00:00,24.50415349780389,2021-11-26 17:46:28.966000+00:00,-31.74999237060547,2021-11-26 17:46:28.966000+00:00
11,23.826936393795044,2021-11-26 17:46:29.032000+00:00,25.025406341088868,2021-11-26 17:46:29.032000+00:00,165.63720703125,2021-11-26 17:46:29.032000+00:00,15.118408203125,2021-11-26 17:46:29.032000+00:00,0.4058837890625,2021-11-26 17:46:29.032000+00:00,0.018310546875,2021-11-26 17:46:29.032000+00:00,0.1861572265625,2021-11-26 17:46:29.032000+00:00,-0.250244140625,2021-11-26 17:46:29.032000+00:00,3.18603515625,2021-11-26 17:46:29.032000+00:00,2.0477294921875,2021-11-26 17:46:29.032000+00:00,-0.3387451171875,2021-11-26 17:46:29.032000+00:00,-0.0274658203125,2021-11-26 17:46:29.032000+00:00,0.7598876953125,2021-11-26 17:46:29.032000+00:00,1.9317626953125,2021-11-26 17:46:29.032000+00:00,0.0823974609375,2021-11-26 17:46:29.032000+00:00,0.6317138671875,2021-11-26 17:46:29.032000+00:00,1.2115478515625,2021-11-26 17:46:29.032000+00:00,-0.0457763671875,2021-11-26 17:46:29.032000+00:00,0.0885009765625,2021-11-26 17:46:29.032000+00:00,-0.1495361328125,2021-11-26 17:46:29.032000+00:00,0.2655029296875,2021-11-26 17:46:29.032000+00:00,0.6622314453125,2021-11-26 17:46:29.032000+00:00,-0.042724609375,2021-11-26 17:46:29.032000+00:00,0.8087158203125,2021-11-26 17:46:29.032000+00:00,0.9063720703125,2021-11-26 17:46:29.032000+00:00,-0.20751953125,2021-11-26 17:46:29.032000+00:00,0.103759765625,2021-11-26 17:46:29.032000+00:00,0.30517578125,2021-11-26 17:46:29.032000+00:00,0.1434326171875,2021-11-26 17:46:29.032000+00:00,-0.225830078125,2021-11-26 17:46:29.032000+00:00,0.1678466796875,2021-11-26 17:46:29.032000+00:00,-0.0885009765625,2021-11-26 17:46:29.032000+00:00,-0.0335693359375,2021-11-26 17:46:29.032000+00:00,227.47802734375,2021-11-26 17:46:29.032000+00:00,26.24394015708618,2021-11-26 17:46:29.032000+00:00,24.438145942807616,2021-11-26 17:46:29.032000+00:00,-31.799991607666016,2021-11-26 17:46:29.033000+00:00
12,23.750996387440523,2021-11-26 17:46:29.099000+00:00,24.992650573626708,2021-11-26 17:46:29.099000+00:00,165.63720703125,2021-11-26 17:46:29.099000+00:00,17.645263671875,2021-11-26 17:46:29.099000+00:00,0.347900390625,2021-11-26 17:46:29.099000+00:00,0.42724609375,2021-11-26 17:46:29.099000+00:00,0.140380859375,2021-11-26 17:46:29.099000+00:00,-0.10986328125,2021-11-26 17:46:29.099000+00:00,2.8656005859375,2021-11-26 17:46:29.099000+00:00,2.044677734375,2021-11-26 17:46:29.099000+00:00,-0.35400390625,2021-11-26 17:46:29.099000+00:00,0.494384765625,2021-11-26 17:46:29.099000+00:00,1.0498046875,2021-11-26 17:46:29.099000+00:00,2.5970458984375,2021-11-26 17:46:29.099000+00:00,0.030517578125,2021-11-26 17:46:29.099000+00:00,0.9307861328125,2021-11-26 17:46:29.099000+00:00,0.970458984375,2021-11-26 17:46:29.099000+00:00,-0.0579833984375,2021-11-26 17:46:29.099000+00:00,0.18310546875,2021-11-26 17:46:29.099000+00:00,-0.0518798828125,2021-11-26 17:46:29.099000+00:00,0.2471923828125,2021-11-26 17:46:29.099000+00:00,0.469970703125,2021-11-26 17:46:29.099000+00:00,-0.0457763671875,2021-11-26 17:46:29.099000+00:00,0.5859375,2021-11-26 17:46:29.099000+00:00,0.8514404296875,2021-11-26 17:46:29.099000+00:00,-0.0640869140625,2021-11-26 17:46:29.099000+00:00,-0.006103515625,2021-11-26 17:46:29.099000+00:00,0.2655029296875,2021-11-26 17:46:29.099000+00:00,0.35400390625,2021-11-26 17:46:29.099000+00:00,0.091552734375,2021-11-26 17:46:29.099000+00:00,0.225830078125,2021-11-26 17:46:29.099000+00:00,-0.0701904296875,2021-11-26 17:46:29.099000+00:00,0.03662109375,2021-11-26 17:46:29.099000+00:00,227.52685546875,2021-11-26 17:46:29.099000+00:00,26.234578466185912,2021-11-26 17:46:29.099000+00:00,24.349112496533568,2021-11-26 17:46:29.099000+00:00,-31.84999084472656,2021-11-26 17:46:29.099000+00:00
13,24.12765881895896,2021-11-26 17:46:29.166000+00:00,25.26779902030884,2021-11-26 17:46:29.166000+00:00,165.63720703125,2021-11-26 17:46:29.166000+00:00,17.071533203125,2021-11-26 17:46:29.166000+00:00,0.6927490234375,2021-11-26 17:46:29.166000+00:00,0.201416015625,2021-11-26 17:46:29.166000+00:00,0.1068115234375,2021-11-26 17:46:29.166000+00:00,-0.2532958984375,2021-11-26 17:46:29.166000+00:00,2.8472900390625,2021-11-26 17:46:29.166000+00:00,2.2003173828125,2021-11-26 17:46:29.166000+00:00,-0.30517578125,2021-11-26 17:46:29.166000+00:00,0.0457763671875,2021-11-26 17:46:29.166000+00:00,0.738525390625,2021-11-26 17:46:29.166000+00:00,1.7547607421875,2021-11-26 17:46:29.166000+00:00,0.09765625,2021-11-26 17:46:29.166000+00:00,1.23291015625,2021-11-26 17:46:29.166000+00:00,1.0040283203125,2021-11-26 17:46:29.166000+00:00,-0.13427734375,2021-11-26 17:46:29.166000+00:00,0.06103515625,2021-11-26 17:46:29.166000+00:00,0.250244140625,2021-11-26 17:46:29.166000+00:00,0.1922607421875,2021-11-26 17:46:29.166000+00:00,0.5828857421875,2021-11-26 17:46:29.166000+00:00,0.1068115234375,2021-11-26 17:46:29.166000+00:00,0.4638671875,2021-11-26 17:46:29.166000+00:00,1.0101318359375,2021-11-26 17:46:29.166000+00:00,-0.0152587890625,2021-11-26 17:46:29.166000+00:00,0.1129150390625,2021-11-26 17:46:29.166000+00:00,0.2471923828125,2021-11-26 17:46:29.166000+00:00,0.360107421875,2021-11-26 17:46:29.166000+00:00,0.128173828125,2021-11-26 17:46:29.166000+00:00,0.1312255859375,2021-11-26 17:46:29.166000+00:00,-0.1617431640625,2021-11-26 17:46:29.166000+00:00,0.13427734375,2021-11-26 17:46:29.166000+00:00,227.5390625,2021-11-26 17:46:29.166000+00:00,26.537273138627928,2021-11-26 17:46:29.166000+00:00,24.72059687581494,2021-11-26 17:46:29.166000+00:00,-31.89999008178711,2021-11-26 17:46:29.166000+00:00
14,23.98489160701245,2021-11-26 17:46:29.232000+00:00,25.123673643475342,2021-11-26 17:46:29.232000+00:00,165.63720703125,2021-11-26 17:46:29.232000+00:00,15.289306640625,2021-11-26 17:46:29.232000+00:00,0.6500244140625,2021-11-26 17:46:29.232000+00:00,0.4058837890625,2021-11-26 17:46:29.232000+00:00,0.0885009765625,2021-11-26 17:46:29.232000+00:00,-0.018310546875,2021-11-26 17:46:29.232000+00:00,2.6458740234375,2021-11-26 17:46:29.232000+00:00,2.008056640625,2021-11-26 17:46:29.232000+00:00,-0.3448486328125,2021-11-26 17:46:29.232000+00:00,0.68359375,2021-11-26 17:46:29.232000+00:00,0.7110595703125,2021-11-26 17:46:29.232000+00:00,1.07421875,2021-11-26 17:46:29.232000+00:00,0.01220703125,2021-11-26 17:46:29.232000+00:00,0.9552001953125,2021-11-26 17:46:29.232000+00:00,1.141357421875,2021-11-26 17:46:29.232000+00:00,-0.0701904296875,2021-11-26 17:46:29.232000+00:00,0.1800537109375,2021-11-26 17:46:29.232000+00:00,0.13427734375,2021-11-26 17:46:29.232000+00:00,0.1708984375,2021-11-26 17:46:29.232000+00:00,0.372314453125,2021-11-26 17:46:29.232000+00:00,0.3387451171875,2021-11-26 17:46:29.232000+00:00,0.628662109375,2021-11-26 17:46:29.232000+00:00,0.87890625,2021-11-26 17:46:29.232000+00:00,-0.0701904296875,2021-11-26 17:46:29.232000+00:00,-0.048828125,2021-11-26 17:46:29.232000+00:00,0.067138671875,2021-11-26 17:46:29.232000+00:00,0.29296875,2021-11-26 17:46:29.232000+00:00,-0.0701904296875,2021-11-26 17:46:29.232000+00:00,0.15869140625,2021-11-26 17:46:29.232000+00:00,-0.0823974609375,2021-11-26 17:46:29.232000+00:00,0.06103515625,2021-11-26 17:46:29.232000+00:00,227.5146484375,2021-11-26 17:46:29.232000+00:00,26.38748608422363,2021-11-26 17:46:29.232000+00:00,24.56248575570758,2021-11-26 17:46:29.232000+00:00,-31.949989318847656,2021-11-26 17:46:29.233000+00:00
15,23.820861193286685,2021-11-26 17:46:29.299000+00:00,24.884556541001587,2021-11-26 17:46:29.299000+00:00,165.63720703125,2021-11-26 17:46:29.299000+00:00,14.95361328125,2021-11-26 17:46:29.299000+00:00,0.384521484375,2021-11-26 17:46:29.299000+00:00,0.35400390625,2021-11-26 17:46:29.299000+00:00,0.2685546875,2021-11-26 17:46:29.299000+00:00,-0.23193359375,2021-11-26 17:46:29.299000+00:00,2.642822265625,2021-11-26 17:46:29.299000+00:00,1.953125,2021-11-26 17:46:29.299000+00:00,-0.469970703125,2021-11-26 17:46:29.299000+00:00,0.37841796875,2021-11-26 17:46:29.299000+00:00,0.79345703125,2021-11-26 17:46:29.299000+00:00,1.4678955078125,2021-11-26 17:46:29.299000+00:00,0.0885009765625,2021-11-26 17:46:29.299000+00:00,1.26953125,2021-11-26 17:46:29.299000+00:00,0.836181640625,2021-11-26 17:46:29.299000+00:00,-0.006103515625,2021-11-26 17:46:29.299000+00:00,0.079345703125,2021-11-26 17:46:29.299000+00:00,0.0396728515625,2021-11-26 17:46:29.299000+00:00,0.1800537109375,2021-11-26 17:46:29.299000+00:00,0.213623046875,2021-11-26 17:46:29.299000+00:00,-0.128173828125,2021-11-26 17:46:29.299000+00:00,0.4730224609375,2021-11-26 17:46:29.299000+00:00,0.6591796875,2021-11-26 17:46:29.299000+00:00,0.0640869140625,2021-11-26 17:46:29.299000+00:00,-0.2532958984375,2021-11-26 17:46:29.299000+00:00,0.28076171875,2021-11-26 17:46:29.299000+00:00,0.3570556640625,2021-11-26 17:46:29.299000+00:00,0.1373291015625,2021-11-26 17:46:29.299000+00:00,0.238037109375,2021-11-26 17:46:29.299000+00:00,0.0640869140625,2021-11-26 17:46:29.299000+00:00,0.15869140625,2021-11-26 17:46:29.299000+00:00,227.6123046875,2021-11-26 17:46:29.299000+00:00,26.119117611749267,2021-11-26 17:46:29.299000+00:00,24.35678779362616,2021-11-26 17:46:29.299000+00:00,-31.999988555908203,2021-11-26 17:46:29.299000+00:00
16,24.12765881895896,2021-11-26 17:46:29.366000+00:00,25.27107459705505,2021-11-26 17:46:29.366000+00:00,165.63720703125,2021-11-26 17:46:29.366000+00:00,15.51513671875,2021-11-26 17:46:29.366000+00:00,0.274658203125,2021-11-26 17:46:29.366000+00:00,0.3875732421875,2021-11-26 17:46:29.366000+00:00,0.0091552734375,2021-11-26 17:46:29.366000+00:00,-0.067138671875,2021-11-26 17:46:29.366000+00:00,2.569580078125,2021-11-26 17:46:29.366000+00:00,2.0599365234375,2021-11-26 17:46:29.366000+00:00,-0.3326416015625,2021-11-26 17:46:29.366000+00:00,-0.03662109375,2021-11-26 17:46:29.366000+00:00,0.6591796875,2021-11-26 17:46:29.366000+00:00,1.91650390625,2021-11-26 17:46:29.366000+00:00,0.2838134765625,2021-11-26 17:46:29.366000+00:00,1.214599609375,2021-11-26 17:46:29.366000+00:00,0.9124755859375,2021-11-26 17:46:29.366000+00:00,0.006103515625,2021-11-26 17:46:29.366000+00:00,0.0518798828125,2021-11-26 17:46:29.366000+00:00,0.15869140625,2021-11-26 17:46:29.366000+00:00,0.1129150390625,2021-11-26 17:46:29.366000+00:00,0.4791259765625,2021-11-26 17:46:29.366000+00:00,-0.0274658203125,2021-11-26 17:46:29.366000+00:00,0.5096435546875,2021-11-26 17:46:29.366000+00:00,0.4486083984375,2021-11-26 17:46:29.366000+00:00,-0.140380859375,2021-11-26 17:46:29.366000+00:00,-0.0762939453125,2021-11-26 17:46:29.366000+00:00,0.2593994140625,2021-11-26 17:46:29.366000+00:00,0.1800537109375,2021-11-26 17:46:29.366000+00:00,0.4974365234375,2021-11-26 17:46:29.366000+00:00,0.2288818359375,2021-11-26 17:46:29.366000+00:00,0.0274658203125,2021-11-26 17:46:29.366000+00:00,0.01220703125,2021-11-26 17:46:29.366000+00:00,227.57568359375,2021-11-26 17:46:29.366000+00:00,26.565358211328736,2021-11-26 17:46:29.366000+00:00,24.671474974422363,2021-11-26 17:46:29.366000+00:00,-32.04998779296875,2021-11-26 17:46:29.366000+00:00
17,24.200561225059296,2021-11-26 17:46:29.432000+00:00,25.29727921102478,2021-11-26 17:46:29.432000+00:00,165.63720703125,2021-11-26 17:46:29.432000+00:00,15.29541015625,2021-11-26 17:46:29.432000+00:00,0.4852294921875,2021-11-26 17:46:29.432000+00:00,0.360107421875,2021-11-26 17:46:29.432000+00:00,0.054931640625,2021-11-26 17:46:29.432000+00:00,-0.0732421875,2021-11-26 17:46:29.432000+00:00,2.52685546875,2021-11-26 17:46:29.432000+00:00,1.7913818359375,2021-11-26 17:46:29.432000+00:00,-0.3326416015625,2021-11-26 17:46:29.432000+00:00,-0.0457763671875,2021-11-26 17:46:29.432000+00:00,0.6988525390625,2021-11-26 17:46:29.432000+00:00,1.739501953125,2021-11-26 17:46:29.432000+00:00,0.146484375,2021-11-26 17:46:29.432000+00:00,1.2908935546875,2021-11-26 17:46:29.432000+00:00,1.0589599609375,2021-11-26 17:46:29.432000+00:00,-0.1129150390625,2021-11-26 17:46:29.432000+00:00,0.323486328125,2021-11-26 17:46:29.432000+00:00,0.3173828125,2021-11-26 17:46:29.432000+00:00,-0.030517578125,2021-11-26 17:46:29.432000+00:00,0.3265380859375,2021-11-26 17:46:29.432000+00:00,-0.0885009765625,2021-11-26 17:46:29.432000+00:00,0.439453125,2021-11-26 17:46:29.432000+00:00,0.7080078125,2021-11-26 17:46:29.432000+00:00,-0.0640869140625,2021-11-26 17:46:29.432000+00:00,-0.0274658203125,2021-11-26 17:46:29.432000+00:00,0.2197265625,2021-11-26 17:46:29.432000+00:00,0.32958984375,2021-11-26 17:46:29.432000+00:00,0.15869140625,2021-11-26 17:46:29.432000+00:00,0.1495361328125,2021-11-26 17:46:29.432000+00:00,0.274658203125,2021-11-26 17:46:29.432000+00:00,0.067138671875,2021-11-26 17:46:29.432000+00:00,227.50244140625,2021-11-26 17:46:29.432000+00:00,26.56847877496216,2021-11-26 17:46:29.432000+00:00,24.746692885929747,2021-11-26 17:46:29.432000+00:00,-32.0999870300293,2021-11-26 17:46:29.433000+00:00
18,24.18841082404257,2021-11-26 17:46:29.499000+00:00,25.24159440633911,2021-11-26 17:46:29.499000+00:00,165.63720703125,2021-11-26 17:46:29.499000+00:00,15.386962890625,2021-11-26 17:46:29.499000+00:00,0.2471923828125,2021-11-26 17:46:29.499000+00:00,0.5035400390625,2021-11-26 17:46:29.499000+00:00,-0.006103515625,2021-11-26 17:46:29.499000+00:00,-0.0640869140625,2021-11-26 17:46:29.499000+00:00,2.44140625,2021-11-26 17:46:29.499000+00:00,1.6632080078125,2021-11-26 17:46:29.499000+00:00,-0.3143310546875,2021-11-26 17:46:29.499000+00:00,0.177001953125,2021-11-26 17:46:29.499000+00:00,0.6591796875,2021-11-26 17:46:29.499000+00:00,1.1871337890625,2021-11-26 17:46:29.499000+00:00,0.140380859375,2021-11-26 17:46:29.499000+00:00,1.1474609375,2021-11-26 17:46:29.499000+00:00,1.0589599609375,2021-11-26 17:46:29.499000+00:00,-0.0518798828125,2021-11-26 17:46:29.499000+00:00,0.3387451171875,2021-11-26 17:46:29.499000+00:00,0.421142578125,2021-11-26 17:46:29.499000+00:00,0.146484375,2021-11-26 17:46:29.499000+00:00,0.341796875,2021-11-26 17:46:29.499000+00:00,0.0244140625,2021-11-26 17:46:29.499000+00:00,0.7476806640625,2021-11-26 17:46:29.499000+00:00,0.7659912109375,2021-11-26 17:46:29.499000+00:00,-0.1556396484375,2021-11-26 17:46:29.499000+00:00,0.1129150390625,2021-11-26 17:46:29.499000+00:00,0.262451171875,2021-11-26 17:46:29.499000+00:00,0.6072998046875,2021-11-26 17:46:29.499000+00:00,0.091552734375,2021-11-26 17:46:29.499000+00:00,-0.03662109375,2021-11-26 17:46:29.499000+00:00,-0.006103515625,2021-11-26 17:46:29.499000+00:00,0.01220703125,2021-11-26 17:46:29.499000+00:00,227.52685546875,2021-11-26 17:46:29.499000+00:00,26.4374151023584,2021-11-26 17:46:29.499000+00:00,24.715991697559385,2021-11-26 17:46:29.499000+00:00,-32.149986267089844,2021-11-26 17:46:29.499000+00:00
19,24.158034821500763,2021-11-26 17:46:29.565000+00:00,25.323483824994508,2021-11-26 17:46:29.565000+00:00,165.63720703125,2021-11-26 17:46:29.565000+00:00,15.05126953125,2021-11-26 17:46:29.565000+00:00,0.3753662109375,2021-11-26 17:46:29.565000+00:00,0.37841796875,2021-11-26 17:46:29.565000+00:00,0.1312255859375,2021-11-26 17:46:29.565000+00:00,0.08544921875,2021-11-26 17:46:29.565000+00:00,2.545166015625,2021-11-26 17:46:29.565000+00:00,2.0782470703125,2021-11-26 17:46:29.565000+00:00,-0.335693359375,2021-11-26 17:46:29.565000+00:00,0.20751953125,2021-11-26 17:46:29.565000+00:00,0.68359375,2021-11-26 17:46:29.565000+00:00,1.153564453125,2021-11-26 17:46:29.565000+00:00,0.0457763671875,2021-11-26 17:46:29.565000+00:00,1.13525390625,2021-11-26 17:46:29.565000+00:00,0.7904052734375,2021-11-26 17:46:29.565000+00:00,-0.091552734375,2021-11-26 17:46:29.565000+00:00,0.1251220703125,2021-11-26 17:46:29.565000+00:00,0.37841796875,2021-11-26 17:46:29.565000+00:00,0.164794921875,2021-11-26 17:46:29.565000+00:00,0.225830078125,2021-11-26 17:46:29.565000+00:00,-0.0091552734375,2021-11-26 17:46:29.565000+00:00,0.592041015625,2021-11-26 17:46:29.565000+00:00,0.7537841796875,2021-11-26 17:46:29.565000+00:00,-0.2777099609375,2021-11-26 17:46:29.565000+00:00,0.1708984375,2021-11-26 17:46:29.565000+00:00,0.30517578125,2021-11-26 17:46:29.565000+00:00,0.50048828125,2021-11-26 17:46:29.565000+00:00,0.2349853515625,2021-11-26 17:46:29.565000+00:00,0.03662109375,2021-11-26 17:46:29.565000+00:00,-0.048828125,2021-11-26 17:46:29.565000+00:00,-0.018310546875,2021-11-26 17:46:29.565000+00:00,227.5390625,2021-11-26 17:46:29.565000+00:00,26.499826375026853,2021-11-26 17:46:29.565000+00:00,24.714456638140867,2021-11-26 17:46:29.565000+00:00,-32.19998550415039,2021-11-26 17:46:29.566000+00:00
